ticket_id,created_at,region,tower_id,issue_type,priority,status,resolved_at
TKT00540,2025-01-23 11:00:00,Bangalore,T098,Network Outage,Medium,Resolved,2025-01-25 02:00:00
TKT00541,2025-01-23 12:00:00,Pune,T040,Slow Internet,Critical,Resolved,2025-01-24 07:00:00
TKT00542,2025-01-23 13:00:00,Mumbai,T091,Slow Internet,High,Open,
TKT00543,2025-01-23 14:00:00,Mumbai,T077,High Latency,High,Resolved,2025-01-25 04:00:00
TKT00544,2025-01-23 15:00:00,Bangalore,T033,Network Outage,High,Resolved,2025-01-23 21:00:00
TKT00545,2025-01-23 16:00:00,Pune,T006,No Service,High,Resolved,2025-01-25 15:00:00
TKT00546,2025-01-23 17:00:00,Hyderabad,T088,No Service,Critical,Resolved,2025-01-24 08:00:00
TKT00547,2025-01-23 18:00:00,Hyderabad,T019,Call Drop,High,Open,
TKT00548,2025-01-23 19:00:00,Mumbai,T080,Call Drop,Low,Resolved,2025-01-24 15:00:00
TKT00549,2025-01-23 20:00:00,Pune,T040,No Service,High,Resolved,2025-01-24 05:00:00
TKT00550,2025-01-23 21:00:00,Mumbai,T092,No Service,Critical,Resolved,2025-01-25 05:00:00
TKT00551,2025-01-23 22:00:00,Delhi,T097,Network Outage,High,Resolved,2025-01-24 02:00:00
TKT00552,2025-01-23 23:00:00,Mumbai,T059,Slow Internet,Low,Resolved,2025-01-24 17:00:00
TKT00553,2025-01-24 00:00:00,Mumbai,T059,Call Drop,Critical,Open,
TKT00554,2025-01-24 01:00:00,Hyderabad,T048,Slow Internet,Critical,Resolved,2025-01-24 06:00:00
TKT00555,2025-01-24 02:00:00,Hyderabad,T041,Network Outage,Low,Resolved,2025-01-24 22:00:00
TKT00556,2025-01-24 03:00:00,Hyderabad,T013,No Service,Low,Resolved,2025-01-25 02:00:00
TKT00557,2025-01-24 04:00:00,Delhi,T045,Slow Internet,Low,Resolved,2025-01-24 15:00:00
TKT00558,2025-01-24 05:00:00,Hyderabad,T089,No Service,Low,Resolved,2025-01-25 18:00:00
TKT00559,2025-01-24 06:00:00,Pune,T053,No Service,Low,Resolved,2025-01-25 04:00:00
TKT00560,2025-01-24 07:00:00,Bangalore,T042,High Latency,Critical,Resolved,2025-01-24 11:00:00
TKT00561,2025-01-24 08:00:00,Pune,T100,Slow Internet,Critical,Resolved,2025-01-25 13:00:00
TKT00562,2025-01-24 09:00:00,Pune,T063,Slow Internet,High,Resolved,2025-01-26 05:00:00
TKT00563,2025-01-24 10:00:00,Hyderabad,T027,No Service,High,Resolved,2025-01-25 20:00:00
TKT00564,2025-01-24 11:00:00,Bangalore,T038,Network Outage,Medium,Resolved,2025-01-25 00:00:00
TKT00565,2025-01-24 12:00:00,Bangalore,T060,High Latency,High,Resolved,2025-01-26 06:00:00
TKT00566,2025-01-24 13:00:00,Bangalore,T007,No Service,High,Open,
TKT00567,2025-01-24 14:00:00,Delhi,T005,Call Drop,Low,Resolved,2025-01-24 23:00:00
TKT00568,2025-01-24 15:00:00,Hyderabad,T045,Call Drop,Low,In Progress,
TKT00569,2025-01-24 16:00:00,Bangalore,T058,High Latency,High,Resolved,2025-01-26 10:00:00
TKT00570,2025-01-24 17:00:00,Delhi,T031,Network Outage,Medium,Resolved,2025-01-26 00:00:00
TKT00571,2025-01-24 18:00:00,Mumbai,T023,No Service,Low,In Progress,
TKT00572,2025-01-24 19:00:00,Mumbai,T042,Slow Internet,High,Resolved,2025-01-25 02:00:00
TKT00573,2025-01-24 20:00:00,Delhi,T010,High Latency,High,In Progress,
TKT00574,2025-01-24 21:00:00,Delhi,T032,Network Outage,Critical,Resolved,2025-01-25 01:00:00
TKT00575,2025-01-24 22:00:00,Hyderabad,T053,Slow Internet,Medium,Resolved,2025-01-25 17:00:00
TKT00576,2025-01-24 23:00:00,Hyderabad,T030,Call Drop,Critical,Resolved,2025-01-26 17:00:00
TKT00577,2025-01-25 00:00:00,Mumbai,T039,Call Drop,Medium,Resolved,2025-01-26 06:00:00
TKT00578,2025-01-25 01:00:00,Bangalore,T031,Slow Internet,Low,Resolved,2025-01-26 08:00:00
TKT00579,2025-01-25 02:00:00,Mumbai,T082,High Latency,Medium,Resolved,2025-01-26 13:00:00
TKT00580,2025-01-25 03:00:00,Bangalore,T100,Call Drop,High,Resolved,2025-01-26 00:00:00
TKT00581,2025-01-25 04:00:00,Bangalore,T002,No Service,High,Resolved,2025-01-26 11:00:00
TKT00582,2025-01-25 05:00:00,Hyderabad,T078,Slow Internet,Medium,Resolved,2025-01-26 00:00:00
TKT00583,2025-01-25 06:00:00,Pune,T077,Slow Internet,Medium,Resolved,2025-01-26 13:00:00
TKT00584,2025-01-25 07:00:00,Pune,T093,Call Drop,Medium,In Progress,
TKT00585,2025-01-25 08:00:00,Delhi,T012,High Latency,Critical,Resolved,2025-01-26 16:00:00
TKT00586,2025-01-25 09:00:00,Hyderabad,T039,No Service,Medium,Open,
TKT00587,2025-01-25 10:00:00,Bangalore,T066,High Latency,Low,Open,
TKT00588,2025-01-25 11:00:00,Pune,T096,Network Outage,Critical,Resolved,2025-01-25 13:00:00
TKT00589,2025-01-25 12:00:00,Bangalore,T013,Network Outage,Critical,Resolved,2025-01-25 22:00:00
TKT00590,2025-01-25 13:00:00,Pune,T046,Call Drop,Medium,Resolved,2025-01-25 15:00:00
TKT00591,2025-01-25 14:00:00,Pune,T027,Call Drop,Low,Resolved,2025-01-25 16:00:00
TKT00592,2025-01-25 15:00:00,Pune,T017,Call Drop,Critical,Resolved,2025-01-26 15:00:00
TKT00593,2025-01-25 16:00:00,Hyderabad,T095,Network Outage,High,Resolved,2025-01-26 09:00:00
TKT00594,2025-01-25 17:00:00,Mumbai,T098,High Latency,Critical,Resolved,2025-01-27 01:00:00
TKT00595,2025-01-25 18:00:00,Bangalore,T060,High Latency,Medium,Resolved,2025-01-26 10:00:00
TKT00596,2025-01-25 19:00:00,Hyderabad,T064,Call Drop,Low,Resolved,2025-01-26 11:00:00
TKT00597,2025-01-25 20:00:00,Hyderabad,T088,No Service,Medium,Resolved,2025-01-27 18:00:00
TKT00598,2025-01-25 21:00:00,Hyderabad,T035,High Latency,High,Resolved,2025-01-27 12:00:00
TKT00599,2025-01-25 22:00:00,Hyderabad,T070,Network Outage,High,Resolved,2025-01-27 05:00:00
TKT00600,2025-01-25 23:00:00,Hyderabad,T083,Slow Internet,High,Resolved,2025-01-27 18:00:00
TKT00601,2025-01-26 00:00:00,Delhi,T030,Slow Internet,Medium,Resolved,2025-01-27 00:00:00
TKT00602,2025-01-26 01:00:00,Bangalore,T071,Slow Internet,Critical,Resolved,2025-01-26 02:00:00
TKT00603,2025-01-26 02:00:00,Hyderabad,T074,No Service,Medium,Resolved,2025-01-26 13:00:00
TKT00604,2025-01-26 03:00:00,Bangalore,T096,Call Drop,Low,Resolved,2025-01-27 00:00:00
TKT00605,2025-01-26 04:00:00,Delhi,T098,Network Outage,Critical,Resolved,2025-01-26 08:00:00
TKT00606,2025-01-26 05:00:00,Delhi,T063,No Service,High,Resolved,2025-01-26 12:00:00
TKT00607,2025-01-26 06:00:00,Bangalore,T028,Network Outage,Medium,Resolved,2025-01-27 08:00:00
TKT00608,2025-01-26 07:00:00,Pune,T060,Network Outage,High,Resolved,2025-01-28 06:00:00
TKT00609,2025-01-26 08:00:00,Mumbai,T079,Call Drop,High,Resolved,2025-01-26 20:00:00
TKT00610,2025-01-26 09:00:00,Pune,T094,Slow Internet,Low,Resolved,2025-01-27 16:00:00
TKT00611,2025-01-26 10:00:00,Pune,T037,Call Drop,Critical,Resolved,2025-01-27 03:00:00
TKT00612,2025-01-26 11:00:00,Pune,T093,No Service,Low,Open,
TKT00613,2025-01-26 12:00:00,Hyderabad,T022,No Service,Low,Resolved,2025-01-27 21:00:00
TKT00614,2025-01-26 13:00:00,Delhi,T068,No Service,Low,Resolved,2025-01-27 00:00:00
TKT00615,2025-01-26 14:00:00,Pune,T020,Call Drop,High,Resolved,2025-01-27 18:00:00
TKT00616,2025-01-26 15:00:00,Delhi,T096,Network Outage,Low,Resolved,2025-01-27 23:00:00
TKT00617,2025-01-26 16:00:00,Bangalore,T100,Network Outage,Low,Resolved,2025-01-26 17:00:00
TKT00618,2025-01-26 17:00:00,Mumbai,T068,High Latency,Critical,Resolved,2025-01-28 16:00:00
TKT00619,2025-01-26 18:00:00,Bangalore,T091,No Service,Critical,Resolved,2025-01-27 22:00:00
TKT00620,2025-01-26 19:00:00,Bangalore,T064,Network Outage,Low,Resolved,2025-01-28 13:00:00
TKT00621,2025-01-26 20:00:00,Hyderabad,T017,High Latency,Critical,Resolved,2025-01-27 03:00:00
TKT00622,2025-01-26 21:00:00,Mumbai,T012,Network Outage,Critical,Open,
TKT00623,2025-01-26 22:00:00,Bangalore,T022,No Service,Low,Open,
TKT00624,2025-01-26 23:00:00,Bangalore,T017,Slow Internet,High,Resolved,2025-01-27 01:00:00
TKT00625,2025-01-27 00:00:00,Mumbai,T010,No Service,Low,Resolved,2025-01-28 18:00:00
TKT00626,2025-01-27 01:00:00,Mumbai,T065,Call Drop,Critical,Resolved,2025-01-28 01:00:00
TKT00627,2025-01-27 02:00:00,Bangalore,T022,Network Outage,High,Resolved,2025-01-27 06:00:00
TKT00628,2025-01-27 03:00:00,Mumbai,T090,Network Outage,Medium,Resolved,2025-01-28 23:00:00
TKT00629,2025-01-27 04:00:00,Bangalore,T082,Call Drop,High,Resolved,2025-01-27 23:00:00
TKT00630,2025-01-27 05:00:00,Bangalore,T050,Call Drop,Critical,Resolved,2025-01-28 07:00:00
TKT00631,2025-01-27 06:00:00,Hyderabad,T014,Slow Internet,High,In Progress,
TKT00632,2025-01-27 07:00:00,Pune,T064,Network Outage,Low,Resolved,2025-01-27 18:00:00
TKT00633,2025-01-27 08:00:00,Bangalore,T047,Network Outage,Medium,Resolved,2025-01-29 00:00:00
TKT00634,2025-01-27 09:00:00,Delhi,T029,Slow Internet,Medium,Resolved,2025-01-29 04:00:00
TKT00635,2025-01-27 10:00:00,Pune,T076,High Latency,Medium,Resolved,2025-01-27 21:00:00
TKT00636,2025-01-27 11:00:00,Pune,T036,Slow Internet,Critical,Resolved,2025-01-29 08:00:00
TKT00637,2025-01-27 12:00:00,Pune,T099,No Service,Critical,Resolved,2025-01-27 15:00:00
TKT00638,2025-01-27 13:00:00,Hyderabad,T052,Network Outage,Medium,Resolved,2025-01-28 01:00:00
TKT00639,2025-01-27 14:00:00,Bangalore,T076,Call Drop,High,Open,
TKT00640,2025-01-27 15:00:00,Hyderabad,T007,No Service,Medium,Resolved,2025-01-27 18:00:00
TKT00641,2025-01-27 16:00:00,Bangalore,T029,Network Outage,High,Resolved,2025-01-29 10:00:00
TKT00642,2025-01-27 17:00:00,Hyderabad,T011,Slow Internet,High,Resolved,2025-01-28 20:00:00
TKT00643,2025-01-27 18:00:00,Hyderabad,T033,No Service,Critical,Open,
TKT00644,2025-01-27 19:00:00,Delhi,T006,Network Outage,High,Resolved,2025-01-27 21:00:00
TKT00645,2025-01-27 20:00:00,Hyderabad,T079,High Latency,Medium,Resolved,2025-01-28 12:00:00
TKT00646,2025-01-27 21:00:00,Mumbai,T032,High Latency,Critical,Open,
TKT00647,2025-01-27 22:00:00,Delhi,T051,Call Drop,Low,Resolved,2025-01-28 00:00:00
TKT00648,2025-01-27 23:00:00,Hyderabad,T075,Network Outage,Low,In Progress,
TKT00649,2025-01-28 00:00:00,Pune,T058,High Latency,Critical,Resolved,2025-01-29 06:00:00
TKT00650,2025-01-28 01:00:00,Mumbai,T087,Slow Internet,Medium,Resolved,2025-01-28 21:00:00
TKT00651,2025-01-28 02:00:00,Mumbai,T026,Network Outage,Low,Resolved,2025-01-29 16:00:00
TKT00652,2025-01-28 03:00:00,Mumbai,T098,Slow Internet,Low,Resolved,2025-01-29 07:00:00
TKT00653,2025-01-28 04:00:00,Delhi,T046,Slow Internet,High,Resolved,2025-01-29 05:00:00
TKT00654,2025-01-28 05:00:00,Hyderabad,T098,High Latency,High,Resolved,2025-01-29 13:00:00
TKT00655,2025-01-28 06:00:00,Hyderabad,T029,Network Outage,Medium,Resolved,2025-01-28 16:00:00
TKT00656,2025-01-28 07:00:00,Pune,T004,No Service,Critical,Resolved,2025-01-30 01:00:00
TKT00657,2025-01-28 08:00:00,Pune,T081,High Latency,Medium,Open,
TKT00658,2025-01-28 09:00:00,Mumbai,T099,High Latency,Critical,Open,
TKT00659,2025-01-28 10:00:00,Pune,T013,Network Outage,Low,Resolved,2025-01-30 02:00:00
TKT00660,2025-01-28 11:00:00,Delhi,T039,Network Outage,High,Open,
TKT00661,2025-01-28 12:00:00,Hyderabad,T015,Slow Internet,Medium,Resolved,2025-01-29 21:00:00
TKT00662,2025-01-28 13:00:00,Mumbai,T029,Network Outage,Medium,Resolved,2025-01-29 02:00:00
TKT00663,2025-01-28 14:00:00,Pune,T029,Slow Internet,Critical,Resolved,2025-01-30 07:00:00
TKT00664,2025-01-28 15:00:00,Delhi,T075,High Latency,Critical,Resolved,2025-01-30 09:00:00
TKT00665,2025-01-28 16:00:00,Delhi,T032,Call Drop,Medium,Resolved,2025-01-30 15:00:00
TKT00666,2025-01-28 17:00:00,Pune,T002,No Service,Critical,Resolved,2025-01-30 06:00:00
TKT00667,2025-01-28 18:00:00,Hyderabad,T047,High Latency,Medium,Resolved,2025-01-29 10:00:00
TKT00668,2025-01-28 19:00:00,Pune,T078,Network Outage,Medium,Resolved,2025-01-30 16:00:00
TKT00669,2025-01-28 20:00:00,Mumbai,T084,No Service,Medium,Resolved,2025-01-29 18:00:00
TKT00670,2025-01-28 21:00:00,Pune,T022,Call Drop,Low,Open,
TKT00671,2025-01-28 22:00:00,Delhi,T075,Call Drop,Critical,Resolved,2025-01-29 18:00:00
TKT00672,2025-01-28 23:00:00,Pune,T027,Slow Internet,High,In Progress,
TKT00673,2025-01-29 00:00:00,Hyderabad,T067,No Service,High,Open,
TKT00674,2025-01-29 01:00:00,Bangalore,T081,Slow Internet,Critical,In Progress,
TKT00675,2025-01-29 02:00:00,Pune,T056,High Latency,Medium,In Progress,
TKT00676,2025-01-29 03:00:00,Hyderabad,T092,No Service,High,Open,
TKT00677,2025-01-29 04:00:00,Hyderabad,T093,High Latency,High,Resolved,2025-01-30 23:00:00
TKT00678,2025-01-29 05:00:00,Delhi,T021,Slow Internet,Critical,Resolved,2025-01-30 08:00:00
TKT00679,2025-01-29 06:00:00,Hyderabad,T047,No Service,High,Resolved,2025-01-30 23:00:00
TKT00680,2025-01-29 07:00:00,Hyderabad,T080,Slow Internet,Medium,Resolved,2025-01-29 23:00:00
TKT00681,2025-01-29 08:00:00,Hyderabad,T059,No Service,Critical,Resolved,2025-01-30 18:00:00
TKT00682,2025-01-29 09:00:00,Hyderabad,T084,Slow Internet,Medium,Resolved,2025-01-30 17:00:00
TKT00683,2025-01-29 10:00:00,Mumbai,T006,Call Drop,High,In Progress,
TKT00684,2025-01-29 11:00:00,Mumbai,T019,Slow Internet,High,Open,
TKT00685,2025-01-29 12:00:00,Delhi,T057,Call Drop,Medium,Open,
TKT00686,2025-01-29 13:00:00,Pune,T069,Slow Internet,Low,Resolved,2025-01-30 15:00:00
TKT00687,2025-01-29 14:00:00,Hyderabad,T003,No Service,High,Resolved,2025-01-30 15:00:00
TKT00688,2025-01-29 15:00:00,Pune,T001,No Service,Low,Resolved,2025-01-29 17:00:00
TKT00689,2025-01-29 16:00:00,Pune,T058,No Service,High,Resolved,2025-01-30 04:00:00
TKT00690,2025-01-29 17:00:00,Delhi,T038,Network Outage,Low,Resolved,2025-01-31 09:00:00
TKT00691,2025-01-29 18:00:00,Hyderabad,T015,High Latency,Low,Resolved,2025-01-30 03:00:00
TKT00692,2025-01-29 19:00:00,Hyderabad,T034,No Service,Low,In Progress,
TKT00693,2025-01-29 20:00:00,Bangalore,T061,Call Drop,Medium,Resolved,2025-01-30 08:00:00
TKT00694,2025-01-29 21:00:00,Pune,T035,No Service,Low,Resolved,2025-01-30 23:00:00
TKT00695,2025-01-29 22:00:00,Pune,T064,Network Outage,Low,Resolved,2025-01-30 07:00:00
TKT00696,2025-01-29 23:00:00,Mumbai,T025,Call Drop,Low,Resolved,2025-01-30 09:00:00
TKT00697,2025-01-30 00:00:00,Bangalore,T024,Network Outage,High,Resolved,2025-01-31 08:00:00
TKT00698,2025-01-30 01:00:00,Mumbai,T012,Call Drop,Low,In Progress,
TKT00699,2025-01-30 02:00:00,Mumbai,T018,Slow Internet,High,Resolved,2025-01-31 12:00:00
TKT00700,2025-01-30 03:00:00,Mumbai,T015,High Latency,Low,Resolved,2025-02-01 03:00:00
TKT00701,2025-01-30 04:00:00,Delhi,T080,High Latency,Low,Resolved,2025-01-31 00:00:00
TKT00702,2025-01-30 05:00:00,Delhi,T027,Network Outage,Medium,Resolved,2025-01-31 20:00:00
TKT00703,2025-01-30 06:00:00,Mumbai,T072,High Latency,High,Resolved,2025-01-30 08:00:00
TKT00704,2025-01-30 07:00:00,Bangalore,T060,Network Outage,Low,Resolved,2025-01-30 08:00:00
TKT00705,2025-01-30 08:00:00,Pune,T046,Network Outage,High,Resolved,2025-01-31 20:00:00
TKT00706,2025-01-30 09:00:00,Bangalore,T089,Network Outage,High,Resolved,2025-01-31 09:00:00
TKT00707,2025-01-30 10:00:00,Hyderabad,T017,High Latency,Critical,Resolved,2025-01-31 13:00:00
TKT00708,2025-01-30 11:00:00,Delhi,T093,Network Outage,Medium,Resolved,2025-01-30 13:00:00
TKT00709,2025-01-30 12:00:00,Pune,T053,High Latency,Medium,Open,
TKT00710,2025-01-30 13:00:00,Pune,T008,Network Outage,Medium,Resolved,2025-01-31 20:00:00
TKT00711,2025-01-30 14:00:00,Hyderabad,T079,No Service,Critical,Resolved,2025-01-31 04:00:00
TKT00712,2025-01-30 15:00:00,Hyderabad,T027,Network Outage,Critical,Resolved,2025-01-30 17:00:00
TKT00713,2025-01-30 16:00:00,Mumbai,T046,Call Drop,Medium,Resolved,2025-01-31 21:00:00
TKT00714,2025-01-30 17:00:00,Delhi,T050,Network Outage,Critical,Resolved,2025-01-31 08:00:00
TKT00715,2025-01-30 18:00:00,Delhi,T071,Slow Internet,Critical,Resolved,2025-01-31 06:00:00
TKT00716,2025-01-30 19:00:00,Bangalore,T003,Network Outage,Critical,Resolved,2025-02-01 08:00:00
TKT00717,2025-01-30 20:00:00,Mumbai,T093,Call Drop,Medium,Open,
TKT00718,2025-01-30 21:00:00,Mumbai,T064,Call Drop,Medium,Resolved,2025-02-01 01:00:00
TKT00719,2025-01-30 22:00:00,Mumbai,T044,High Latency,Medium,In Progress,
TKT00720,2025-01-30 23:00:00,Mumbai,T053,No Service,Critical,Resolved,2025-01-31 19:00:00
TKT00721,2025-01-31 00:00:00,Delhi,T024,Network Outage,Medium,In Progress,
TKT00722,2025-01-31 01:00:00,Delhi,T060,High Latency,Critical,Open,
TKT00723,2025-01-31 02:00:00,Mumbai,T003,No Service,Low,Resolved,2025-02-01 17:00:00
TKT00724,2025-01-31 03:00:00,Bangalore,T020,Network Outage,Critical,Open,
TKT00725,2025-01-31 04:00:00,Pune,T046,Slow Internet,High,Resolved,2025-02-01 04:00:00
TKT00726,2025-01-31 05:00:00,Pune,T015,Network Outage,Medium,In Progress,
TKT00727,2025-01-31 06:00:00,Bangalore,T025,Call Drop,Medium,Resolved,2025-02-01 03:00:00
TKT00728,2025-01-31 07:00:00,Mumbai,T094,Call Drop,High,Resolved,2025-01-31 17:00:00
TKT00729,2025-01-31 08:00:00,Delhi,T078,Slow Internet,Critical,Resolved,2025-02-02 06:00:00
TKT00730,2025-01-31 09:00:00,Pune,T071,High Latency,Low,In Progress,
TKT00731,2025-01-31 10:00:00,Hyderabad,T017,No Service,High,Resolved,2025-02-01 00:00:00
TKT00732,2025-01-31 11:00:00,Hyderabad,T084,Network Outage,High,Resolved,2025-02-02 00:00:00
TKT00733,2025-01-31 12:00:00,Bangalore,T100,Call Drop,Critical,Resolved,2025-02-01 06:00:00
TKT00734,2025-01-31 13:00:00,Mumbai,T009,High Latency,Medium,Open,
TKT00735,2025-01-31 14:00:00,Pune,T038,Slow Internet,Critical,Resolved,2025-02-01 14:00:00
TKT00736,2025-01-31 15:00:00,Mumbai,T048,Call Drop,High,Resolved,2025-02-01 05:00:00
TKT00737,2025-01-31 16:00:00,Pune,T060,Slow Internet,High,Resolved,2025-02-02 02:00:00
TKT00738,2025-01-31 17:00:00,Bangalore,T063,Network Outage,Medium,Resolved,2025-02-01 05:00:00
TKT00739,2025-01-31 18:00:00,Bangalore,T086,No Service,Medium,Resolved,2025-02-01 16:00:00
TKT00740,2025-01-31 19:00:00,Hyderabad,T002,Call Drop,Medium,In Progress,
TKT00741,2025-01-31 20:00:00,Mumbai,T088,Call Drop,Critical,Resolved,2025-02-01 02:00:00
TKT00742,2025-01-31 21:00:00,Hyderabad,T072,Network Outage,Medium,Resolved,2025-02-02 09:00:00
TKT00743,2025-01-31 22:00:00,Mumbai,T011,High Latency,High,Resolved,2025-02-02 19:00:00
TKT00744,2025-01-31 23:00:00,Hyderabad,T064,No Service,High,Resolved,2025-02-02 11:00:00
TKT00745,2025-02-01 00:00:00,Delhi,T077,Call Drop,Low,Resolved,2025-02-01 22:00:00
TKT00746,2025-02-01 01:00:00,Delhi,T081,No Service,Critical,Resolved,2025-02-01 15:00:00
TKT00747,2025-02-01 02:00:00,Delhi,T072,Call Drop,Low,Resolved,2025-02-01 18:00:00
TKT00748,2025-02-01 03:00:00,Delhi,T021,No Service,High,In Progress,
TKT00749,2025-02-01 04:00:00,Pune,T018,Slow Internet,Low,Resolved,2025-02-02 16:00:00
TKT00750,2025-02-01 05:00:00,Delhi,T094,Call Drop,High,In Progress,
TKT00751,2025-02-01 06:00:00,Bangalore,T064,No Service,Low,Open,
TKT00752,2025-02-01 07:00:00,Bangalore,T082,High Latency,Medium,Resolved,2025-02-02 08:00:00
TKT00753,2025-02-01 08:00:00,Pune,T095,Slow Internet,Low,Open,
TKT00754,2025-02-01 09:00:00,Delhi,T038,Slow Internet,Medium,Resolved,2025-02-02 17:00:00
TKT00755,2025-02-01 10:00:00,Delhi,T032,High Latency,Medium,Resolved,2025-02-02 19:00:00
TKT00756,2025-02-01 11:00:00,Delhi,T011,No Service,Critical,Resolved,2025-02-03 08:00:00
TKT00757,2025-02-01 12:00:00,Hyderabad,T045,Network Outage,Medium,Resolved,2025-02-03 00:00:00
TKT00758,2025-02-01 13:00:00,Mumbai,T089,High Latency,Medium,Resolved,2025-02-02 09:00:00
TKT00759,2025-02-01 14:00:00,Hyderabad,T033,No Service,Low,Resolved,2025-02-02 08:00:00
TKT00760,2025-02-01 15:00:00,Mumbai,T041,High Latency,High,Resolved,2025-02-03 05:00:00
TKT00761,2025-02-01 16:00:00,Delhi,T008,High Latency,Critical,Resolved,2025-02-01 19:00:00
TKT00762,2025-02-01 17:00:00,Delhi,T011,Call Drop,Medium,In Progress,
TKT00763,2025-02-01 18:00:00,Hyderabad,T086,No Service,Critical,Resolved,2025-02-02 17:00:00
TKT00764,2025-02-01 19:00:00,Hyderabad,T051,Network Outage,Low,Resolved,2025-02-03 03:00:00
TKT00765,2025-02-01 20:00:00,Mumbai,T088,Call Drop,Medium,Resolved,2025-02-03 17:00:00
TKT00766,2025-02-01 21:00:00,Bangalore,T041,High Latency,Low,Resolved,2025-02-02 13:00:00
TKT00767,2025-02-01 22:00:00,Mumbai,T017,High Latency,Critical,Resolved,2025-02-02 03:00:00
TKT00768,2025-02-01 23:00:00,Hyderabad,T076,High Latency,Low,In Progress,
TKT00769,2025-02-02 00:00:00,Hyderabad,T046,No Service,Critical,Resolved,2025-02-02 04:00:00
TKT00770,2025-02-02 01:00:00,Pune,T032,No Service,Low,Resolved,2025-02-02 22:00:00
TKT00771,2025-02-02 02:00:00,Hyderabad,T079,Call Drop,Critical,Open,
TKT00772,2025-02-02 03:00:00,Pune,T080,Network Outage,High,Open,
TKT00773,2025-02-02 04:00:00,Bangalore,T054,Call Drop,Low,Resolved,2025-02-03 20:00:00
TKT00774,2025-02-02 05:00:00,Mumbai,T086,Slow Internet,Low,Resolved,2025-02-02 19:00:00
TKT00775,2025-02-02 06:00:00,Mumbai,T092,High Latency,High,Resolved,2025-02-03 21:00:00
TKT00776,2025-02-02 07:00:00,Pune,T020,High Latency,High,Resolved,2025-02-03 14:00:00
TKT00777,2025-02-02 08:00:00,Mumbai,T033,High Latency,Low,Resolved,2025-02-02 22:00:00
TKT00778,2025-02-02 09:00:00,Hyderabad,T074,Call Drop,High,Resolved,2025-02-02 15:00:00
TKT00779,2025-02-02 10:00:00,Delhi,T040,Call Drop,Medium,In Progress,
TKT00780,2025-02-02 11:00:00,Pune,T032,High Latency,Critical,Resolved,2025-02-02 23:00:00
TKT00781,2025-02-02 12:00:00,Mumbai,T097,Call Drop,Critical,Resolved,2025-02-03 04:00:00
TKT00782,2025-02-02 13:00:00,Pune,T002,No Service,Critical,Resolved,2025-02-03 06:00:00
TKT00783,2025-02-02 14:00:00,Pune,T097,No Service,Medium,Resolved,2025-02-04 11:00:00
TKT00784,2025-02-02 15:00:00,Delhi,T033,Call Drop,High,Resolved,2025-02-03 14:00:00
TKT00785,2025-02-02 16:00:00,Hyderabad,T077,High Latency,High,Resolved,2025-02-03 06:00:00
TKT00786,2025-02-02 17:00:00,Pune,T030,Call Drop,Low,Open,
TKT00787,2025-02-02 18:00:00,Mumbai,T033,Call Drop,High,Resolved,2025-02-03 01:00:00
TKT00788,2025-02-02 19:00:00,Bangalore,T077,Call Drop,Low,Resolved,2025-02-04 17:00:00
TKT00789,2025-02-02 20:00:00,Pune,T026,Slow Internet,Medium,Resolved,2025-02-04 04:00:00
TKT00790,2025-02-02 21:00:00,Pune,T022,No Service,Critical,Resolved,2025-02-03 12:00:00
TKT00791,2025-02-02 22:00:00,Delhi,T066,Network Outage,Critical,Resolved,2025-02-04 18:00:00
TKT00792,2025-02-02 23:00:00,Hyderabad,T038,Network Outage,Critical,Resolved,2025-02-03 16:00:00
TKT00793,2025-02-03 00:00:00,Bangalore,T090,Slow Internet,High,Resolved,2025-02-04 17:00:00
TKT00794,2025-02-03 01:00:00,Mumbai,T046,Call Drop,Low,In Progress,
TKT00795,2025-02-03 02:00:00,Bangalore,T015,Slow Internet,Low,Resolved,2025-02-05 01:00:00
TKT00796,2025-02-03 03:00:00,Mumbai,T098,Slow Internet,Medium,Resolved,2025-02-04 23:00:00
TKT00797,2025-02-03 04:00:00,Hyderabad,T044,High Latency,High,Resolved,2025-02-04 14:00:00
TKT00798,2025-02-03 05:00:00,Mumbai,T049,No Service,Medium,In Progress,
TKT00799,2025-02-03 06:00:00,Delhi,T075,Network Outage,Low,Resolved,2025-02-03 11:00:00
TKT00800,2025-02-03 07:00:00,Delhi,T061,Call Drop,Low,Resolved,2025-02-05 04:00:00
TKT00801,2025-02-03 08:00:00,Delhi,T067,Network Outage,Critical,Resolved,2025-02-04 11:00:00
TKT00802,2025-02-03 09:00:00,Delhi,T006,Network Outage,High,Resolved,2025-02-04 08:00:00
TKT00803,2025-02-03 10:00:00,Bangalore,T009,No Service,Low,Resolved,2025-02-05 02:00:00
TKT00804,2025-02-03 11:00:00,Hyderabad,T006,Network Outage,Critical,Resolved,2025-02-04 01:00:00
TKT00805,2025-02-03 12:00:00,Mumbai,T073,Network Outage,High,Resolved,2025-02-04 03:00:00
TKT00806,2025-02-03 13:00:00,Mumbai,T095,Slow Internet,Medium,Resolved,2025-02-05 08:00:00
TKT00807,2025-02-03 14:00:00,Delhi,T032,No Service,High,Open,
TKT00808,2025-02-03 15:00:00,Delhi,T041,High Latency,High,Resolved,2025-02-05 00:00:00
